query,winner_url,loser_url,preference_strength,usable_for_training,weight,winner_page_score,loser_page_score,winner_ranking_target,loser_ranking_target,target_margin,winner_rank,loser_rank,serp_rank_delta,label_source,labeler,reason,patterns,d50_focus_query
кухни на заказ Краснодар,https://kuhnidar.ru/,https://kukhni-vkrasnodare.ru/,strong,True,1.0,77.1,64.0,81.7134,70.4523,11.2611,2,3,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuhnidar.ru/,https://www.giuseppe23.ru/,strong,True,1.0,77.1,74.0,81.7134,70.8516,10.8618,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuhnidar.ru/,https://www.kukhni-krasnodar.ru/,strong,True,1.0,77.1,60.4,81.7134,62.1935,19.5199,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,http://kuhnya-krasnodar.ru/,weak,True,0.5,64.0,72.7,70.4523,65.1348,5.3175,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,https://kitchen-sam.ru/,uncertain,False,0.0,64.0,64.7,70.4523,67.8474,2.6049,3,4,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,https://krasnodar-kuhni-na-zakaz.ru/,strong,True,1.0,64.0,23.6,70.4523,33.0926,37.3597,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,https://krasnodar.marya.ru/,uncertain,False,0.0,64.0,70.8,70.4523,66.4551,3.9972,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,https://kuhni-kook.ru/,strong,True,1.0,64.0,56.6,70.4523,53.2432,17.2091,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kukhni-vkrasnodare.ru/,https://www.kukhni-krasnodar.ru/,strong,True,1.0,64.0,60.4,70.4523,62.1935,8.2588,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,http://kuhnya-krasnodar.ru/,strong,True,1.0,77.0,72.7,82.4934,65.1348,17.3586,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://kitchen-sam.ru/,strong,True,1.0,77.0,64.7,82.4934,67.8474,14.646,1,4,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://krasnodar-kuhni-na-zakaz.ru/,strong,True,1.0,77.0,23.6,82.4934,33.0926,49.4008,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://krasnodar.marya.ru/,strong,True,1.0,77.0,70.8,82.4934,66.4551,16.0383,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://kuhni-kook.ru/,strong,True,1.0,77.0,56.6,82.4934,53.2432,29.2502,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://kukhni-vkrasnodare.ru/,strong,True,1.0,77.0,64.0,82.4934,70.4523,12.0411,1,3,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://www.giuseppe23.ru/,strong,True,1.0,77.0,74.0,82.4934,70.8516,11.6418,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://kuxni-krd.ru/,https://www.kukhni-krasnodar.ru/,strong,True,1.0,77.0,60.4,82.4934,62.1935,20.2999,1,6,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.giuseppe23.ru/,http://kuhnya-krasnodar.ru/,weak,True,0.5,74.0,72.7,70.8516,65.1348,5.7168,7,10,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.giuseppe23.ru/,https://kitchen-sam.ru/,uncertain,False,0.0,74.0,64.7,70.8516,67.8474,3.0042,7,4,-3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.giuseppe23.ru/,https://krasnodar-kuhni-na-zakaz.ru/,strong,True,1.0,74.0,23.6,70.8516,33.0926,37.759,7,5,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.giuseppe23.ru/,https://krasnodar.marya.ru/,weak,True,0.5,74.0,70.8,70.8516,66.4551,4.3965,7,8,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.giuseppe23.ru/,https://kuhni-kook.ru/,strong,True,1.0,74.0,56.6,70.8516,53.2432,17.6084,7,9,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.giuseppe23.ru/,https://www.kukhni-krasnodar.ru/,strong,True,1.0,74.0,60.4,70.8516,62.1935,8.6581,7,6,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.kukhni-krasnodar.ru/,https://krasnodar-kuhni-na-zakaz.ru/,strong,True,1.0,60.4,23.6,62.1935,33.0926,29.1009,6,5,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Краснодар,https://www.kukhni-krasnodar.ru/,https://kuhni-kook.ru/,strong,True,1.0,60.4,56.6,62.1935,53.2432,8.9503,6,9,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://lorena-kuhni.ru/,https://zavodkuhnirf.ru/,weak,True,0.5,70.2,70.6,69.4974,65.1125,4.3849,6,9,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://mebel-renessans.ru/kuhni,https://lorena-kuhni.ru/,weak,True,0.5,77.4,70.2,77.2809,69.4974,7.7835,5,6,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://mebel-renessans.ru/kuhni,https://www.100-kuhon.ru/,uncertain,False,0.0,77.4,81.1,77.2809,74.4569,2.824,5,8,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://mebel-renessans.ru/kuhni,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,strong,True,1.0,77.4,72.1,77.2809,67.9176,9.3633,5,7,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://mebel-renessans.ru/kuhni,https://zavodkuhnirf.ru/,strong,True,1.0,77.4,70.6,77.2809,65.1125,12.1684,5,9,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://lorena-kuhni.ru/,strong,True,1.0,82.2,70.2,86.7182,69.4974,17.2208,1,6,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://mebel-renessans.ru/kuhni,strong,True,1.0,82.2,77.4,86.7182,77.2809,9.4373,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://www.100-kuhon.ru/,strong,True,1.0,82.2,81.1,86.7182,74.4569,12.2613,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,strong,True,1.0,82.2,72.1,86.7182,67.9176,18.8006,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://www.kuxni.net/,strong,True,1.0,82.2,72.8,86.7182,76.9626,9.7556,1,3,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,weak,True,0.5,82.2,73.9,86.7182,79.0354,7.6828,1,2,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://vitakuhni.ru/,https://zavodkuhnirf.ru/,strong,True,1.0,82.2,70.6,86.7182,65.1125,21.6057,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.100-kuhon.ru/,https://lorena-kuhni.ru/,weak,True,0.5,81.1,70.2,74.4569,69.4974,4.9595,8,6,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.100-kuhon.ru/,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,weak,True,0.5,81.1,72.1,74.4569,67.9176,6.5393,8,7,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.100-kuhon.ru/,https://zavodkuhnirf.ru/,strong,True,1.0,81.1,70.6,74.4569,65.1125,9.3444,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,https://zavodkuhnirf.ru/,uncertain,False,0.0,72.1,70.6,67.9176,65.1125,2.8051,7,9,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.kuxni.net/,https://lorena-kuhni.ru/,weak,True,0.5,72.8,70.2,76.9626,69.4974,7.4652,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.kuxni.net/,https://www.100-kuhon.ru/,uncertain,False,0.0,72.8,81.1,76.9626,74.4569,2.5057,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.kuxni.net/,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,strong,True,1.0,72.8,72.1,76.9626,67.9176,9.045,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.kuxni.net/,https://zavodkuhnirf.ru/,strong,True,1.0,72.8,70.6,76.9626,65.1125,11.8501,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,https://lorena-kuhni.ru/,strong,True,1.0,73.9,70.2,79.0354,69.4974,9.538,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,https://www.100-kuhon.ru/,weak,True,0.5,73.9,81.1,79.0354,74.4569,4.5785,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,https://www.bestmebelshop.ru/catalog/mebel-dlya-kukhni/category-kukhni-po-individualnym-razmeram/,strong,True,1.0,73.9,72.1,79.0354,67.9176,11.1178,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,https://www.kuxni.net/,uncertain,False,0.0,73.9,72.8,79.0354,76.9626,2.0728,2,3,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Москва,https://www.mebelmsk.ru/mebel-na-zakaz/kukhni/,https://zavodkuhnirf.ru/,strong,True,1.0,73.9,70.6,79.0354,65.1125,13.9229,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://julison.ru/,strong,True,1.25,71.0,73.6,78.7533,74.7228,4.0305,1,4,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://kuhni-pod-zakaz-nn.ru/,weak,True,0.65,71.0,77.5,78.7533,76.3675,2.3858,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://love-kuhnya-na-zakaz-nn.ru/,weak,True,0.65,71.0,75.8,78.7533,71.9527,6.8006,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,https://julison.ru/,strong,True,1.25,62.1,73.6,69.3662,74.7228,-5.3566,3,4,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,https://kuhni-pod-zakaz-nn.ru/,weak,True,0.65,62.1,77.5,69.3662,76.3675,-7.0013,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,https://love-kuhnya-na-zakaz-nn.ru/,weak,True,0.65,62.1,75.8,69.3662,71.9527,-2.5865,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://julison.ru/,strong,True,1.25,74.2,73.6,79.0627,74.7228,4.3399,2,4,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://kuhni-pod-zakaz-nn.ru/,weak,True,0.65,74.2,77.5,79.0627,76.3675,2.6952,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://love-kuhnya-na-zakaz-nn.ru/,strong,True,1.25,74.2,75.8,79.0627,71.9527,7.11,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,d50_top3_recovery,rank_prior_disagreement,True
кухни на заказ Нижний Новгород,https://borgostudio.ru/,https://kuhnyabar.ru/,strong,True,1.0,71.0,22.0,62.754,25.1035,37.6505,10,9,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://julison.ru/,https://borgostudio.ru/,strong,True,1.0,73.6,71.0,74.7228,62.754,11.9688,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://julison.ru/,https://kuhni-nn.ru/,weak,True,0.5,73.6,62.1,74.7228,69.3662,5.3566,4,3,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://julison.ru/,https://kuhnyabar.ru/,strong,True,1.0,73.6,22.0,74.7228,25.1035,49.6193,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://julison.ru/,https://kuxni-nn.ru/,weak,True,0.5,73.6,71.9,74.7228,69.931,4.7918,4,6,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://julison.ru/,https://love-kuhnya-na-zakaz-nn.ru/,uncertain,False,0.0,73.6,75.8,74.7228,71.9527,2.7701,4,7,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://julison.ru/,https://www.kukhni-nizhniy-novgorod.ru/,strong,True,1.0,73.6,66.1,74.7228,62.48,12.2428,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://borgostudio.ru/,strong,True,1.0,71.0,71.0,78.7533,62.754,15.9993,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://kuhni-nn.ru/,strong,True,1.0,71.0,62.1,78.7533,69.3662,9.3871,1,3,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://kuhnyabar.ru/,strong,True,1.0,71.0,22.0,78.7533,25.1035,53.6498,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://kuxni-nn.ru/,strong,True,1.0,71.0,71.9,78.7533,69.931,8.8223,1,6,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-52.ru/,https://www.kukhni-nizhniy-novgorod.ru/,strong,True,1.0,71.0,66.1,78.7533,62.48,16.2733,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,https://borgostudio.ru/,weak,True,0.5,62.1,71.0,69.3662,62.754,6.6122,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,https://kuhnyabar.ru/,strong,True,1.0,62.1,22.0,69.3662,25.1035,44.2627,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-nn.ru/,https://www.kukhni-nizhniy-novgorod.ru/,weak,True,0.5,62.1,66.1,69.3662,62.48,6.8862,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,https://borgostudio.ru/,strong,True,1.0,77.5,71.0,76.3675,62.754,13.6135,5,10,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,https://kuhni-nn.ru/,weak,True,0.5,77.5,62.1,76.3675,69.3662,7.0013,5,3,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,https://kuhnyabar.ru/,strong,True,1.0,77.5,22.0,76.3675,25.1035,51.264,5,9,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,https://kuxni-nn.ru/,weak,True,0.5,77.5,71.9,76.3675,69.931,6.4365,5,6,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,https://love-kuhnya-na-zakaz-nn.ru/,weak,True,0.5,77.5,75.8,76.3675,71.9527,4.4148,5,7,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-pod-zakaz-nn.ru/,https://www.kukhni-nizhniy-novgorod.ru/,strong,True,1.0,77.5,66.1,76.3675,62.48,13.8875,5,8,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://borgostudio.ru/,strong,True,1.0,74.2,71.0,79.0627,62.754,16.3087,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://kuhni-nn.ru/,strong,True,1.0,74.2,62.1,79.0627,69.3662,9.6965,2,3,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://kuhnyabar.ru/,strong,True,1.0,74.2,22.0,79.0627,25.1035,53.9592,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://kuxni-nn.ru/,strong,True,1.0,74.2,71.9,79.0627,69.931,9.1317,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuhni-slavichi.ru/,https://www.kukhni-nizhniy-novgorod.ru/,strong,True,1.0,74.2,66.1,79.0627,62.48,16.5827,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuxni-nn.ru/,https://borgostudio.ru/,weak,True,0.5,71.9,71.0,69.931,62.754,7.177,6,10,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuxni-nn.ru/,https://kuhnyabar.ru/,strong,True,1.0,71.9,22.0,69.931,25.1035,44.8275,6,9,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://kuxni-nn.ru/,https://www.kukhni-nizhniy-novgorod.ru/,weak,True,0.5,71.9,66.1,69.931,62.48,7.451,6,8,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://love-kuhnya-na-zakaz-nn.ru/,https://borgostudio.ru/,strong,True,1.0,75.8,71.0,71.9527,62.754,9.1987,7,10,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://love-kuhnya-na-zakaz-nn.ru/,https://kuhni-nn.ru/,uncertain,False,0.0,75.8,62.1,71.9527,69.3662,2.5865,7,3,-4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://love-kuhnya-na-zakaz-nn.ru/,https://kuhnyabar.ru/,strong,True,1.0,75.8,22.0,71.9527,25.1035,46.8492,7,9,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://love-kuhnya-na-zakaz-nn.ru/,https://kuxni-nn.ru/,uncertain,False,0.0,75.8,71.9,71.9527,69.931,2.0217,7,6,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://love-kuhnya-na-zakaz-nn.ru/,https://www.kukhni-nizhniy-novgorod.ru/,strong,True,1.0,75.8,66.1,71.9527,62.48,9.4727,7,8,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Нижний Новгород,https://www.kukhni-nizhniy-novgorod.ru/,https://kuhnyabar.ru/,strong,True,1.0,66.1,22.0,62.48,25.1035,37.3765,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,True
кухни на заказ Новосибирск,https://alexandr-kuhni.ru/nsk,http://mebelin-nsk.ru/kukhni,strong,True,1.0,69.3,20.0,74.1249,23.8035,50.3214,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://alexandr-kuhni.ru/nsk,https://artinhomeshop.ru/,strong,True,1.0,69.3,60.0,74.1249,57.2758,16.8491,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://alexandr-kuhni.ru/nsk,https://feniks-kuhni-nsk.ru/,uncertain,False,0.0,69.3,73.1,74.1249,71.4154,2.7095,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://alexandr-kuhni.ru/nsk,https://kuhni-mebel-nsk.ru/,strong,True,1.0,69.3,67.7,74.1249,60.6614,13.4635,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://alexandr-kuhni.ru/nsk,https://monolit-kuhni-mebel.ru/,uncertain,False,0.0,69.3,72.3,74.1249,70.1687,3.9562,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://artinhomeshop.ru/,http://mebelin-nsk.ru/kukhni,strong,True,1.0,60.0,20.0,57.2758,23.8035,33.4723,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://feniks-kuhni-nsk.ru/,http://mebelin-nsk.ru/kukhni,strong,True,1.0,73.1,20.0,71.4154,23.8035,47.6119,6,9,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://feniks-kuhni-nsk.ru/,https://artinhomeshop.ru/,strong,True,1.0,73.1,60.0,71.4154,57.2758,14.1396,6,8,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://feniks-kuhni-nsk.ru/,https://kuhni-mebel-nsk.ru/,strong,True,1.0,73.1,67.7,71.4154,60.6614,10.754,6,10,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://kuhni-mebel-nsk.ru/,http://mebelin-nsk.ru/kukhni,strong,True,1.0,67.7,20.0,60.6614,23.8035,36.8579,10,9,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://kuhni-mebel-nsk.ru/,https://artinhomeshop.ru/,uncertain,False,0.0,67.7,60.0,60.6614,57.2758,3.3856,10,8,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://kuxni-nsk.ru/,http://mebelin-nsk.ru/kukhni,strong,True,1.0,76.3,20.0,77.0514,23.8035,53.2479,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://kuxni-nsk.ru/,https://alexandr-kuhni.ru/nsk,uncertain,False,0.0,76.3,69.3,77.0514,74.1249,2.9265,4,3,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://kuxni-nsk.ru/,https://artinhomeshop.ru/,strong,True,1.0,76.3,60.0,77.0514,57.2758,19.7756,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
кухни на заказ Новосибирск,https://kuxni-nsk.ru/,https://feniks-kuhni-nsk.ru/,weak,True,0.5,76.3,73.1,77.0514,71.4154,5.636,4,6,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
