query,url,page_target_score,ranking_target_score,critical_search_score,rank_prior_score,quality_band,d50_focus_query,label_source,labeler,notes
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,77.8225,67.8833,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://www.oknakompas.ru/,73.1,79.5853,75.0889,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://oknazavr.ru/nizhniy-novgorod/plastikovye-okna/,67.3,74.6225,77.477,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://nn.okna-plastikovyye.ru/,73.7,75.8904,70.9762,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://окна-саксэс.рф/,76.5,76.758,76.6869,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://akonta.ru/,79.5,77.8958,83.3723,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://profinn52.ru/,62.5,63.7637,70.9248,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://prizma-okna.ru/,68.4,66.3691,75.407,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://okna-navsegda.ru/,73.9,68.4111,77.7873,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://schtandart-nn.ru/,69.8,64.0046,76.8577,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна Нижний Новгород,https://nn.zavod-okna-pvh.ru/,75.3,65.8778,78.1117,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://oknafoster.ru/plastikovye-okna-ceny/,82.1,87.353,89.6732,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://lemanapro.ru/catalogue/plastikovye-okna/,27.2,40.559,16.1331,92.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://www.veka.ru/calc,60.2,66.852,66.5197,85.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://o-kno.ru/,78.0,79.7711,90.5739,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://www.fabrikaokon.ru/price-b.html,80.9,79.3781,87.4671,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://mosplastokna.ru/,72.5,71.7067,82.5449,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://www.mosokna.ru/,77.3,72.6232,80.315,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://www.oknaprosvet.ru/,74.7,69.5151,81.8407,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://www.melke.ru/,74.4,67.1824,79.0293,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Москва,https://okno.ru/kalkulyator-okon/,65.0,58.4843,71.3956,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://zavod-plastikovih-okon.ru/,73.5,79.9267,75.7116,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://spb.oknafactoria.ru/,22.6,38.965,24.5203,92.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://okna-spb.ru/,71.3,74.1253,69.1285,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://oknasravni.ru/sankt-peterburg,69.2,72.5716,78.9504,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://petrookna.ru/price,65.4,67.9057,75.0512,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://zavod-okon-spb.ru/,66.2,65.8992,69.8681,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://zavod-okna-pvh.ru/,79.4,74.4351,83.714,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://spb.okna-tseny.ru/,74.7,69.8187,83.8646,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://okna-centre.ru/,76.9,69.3499,83.1463,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Санкт-Петербург,https://ostekleniespb.ru/,83.2,72.1552,87.3079,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Екатеринбург,https://oknazavr.ru/ekaterinburg/plastikovye-okna/,70.0,78.5425,80.9497,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Екатеринбург,https://ekb.okna-olkon.ru/,74.8,79.8973,81.6419,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Екатеринбург,https://ekat.steklodom.com/windowsconstructor/,61.6,64.3312,66.9282,70.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Екатеринбург,https://svoiokna96.ru/,63.7,64.0186,67.664,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Екатеринбург,https://oknasravni.ru/ekaterinburg,66.5,61.8072,75.8482,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://novosibirsk.okna-plastikovyye.ru/,76.4,81.0689,71.3394,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://oknazavr.ru/novosibirsk/plastikovye-okna/,69.2,76.2022,80.1548,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://novosibirsk.zavod-okna-pvh.ru/,78.0,79.8358,79.5051,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://r-okna.com/,78.0,78.2236,80.2575,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://oknasravni.ru/novosibirsk,66.4,68.5159,74.9861,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://mirokon-nsk.ru/,68.7,68.892,79.487,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://oknaveka.com/,75.1,70.6312,76.1283,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://plastikovye-okna-nsk.ru/,77.8,70.8636,78.0175,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://sitc.ru/novosibirsk/okna/,70.7,65.0849,80.3391,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/plastikovye-okna/,25.1,25.4555,16.1233,32.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://plastikovye-okna-kazan.ru/,81.9,85.9915,81.4232,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://vottakieokna.ru/,69.5,75.0285,71.0898,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://kazan.okna-plastikovyye.ru/,73.5,75.0458,66.1723,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://oknazavr.ru/kazan/,59.9,62.9646,64.844,70.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://www.okna-rubin.ru/,76.1,73.1959,77.5929,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://oknamall.ru/,60.6,59.2539,60.2129,55.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://kazan-ihlas.ru/,78.6,72.5837,86.1778,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://kazan.essokna.ru/,78.5,70.1996,82.1972,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Казань,https://kazan.zavod-okna-pvh.ru/,73.5,64.2582,74.7545,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://okna-zavod-krasnodar.ru/,77.0,82.9184,81.189,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://oknazavr.ru/krasnodar/plastikovye-okna/,68.8,75.8931,79.7473,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://krasnodar.delaem-okna.ru/,80.4,81.9513,83.6888,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://krasnodar.okna-tseny.ru/,74.3,75.9858,80.6321,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://krasnodar.oknatrade.ru/catalog/plastikovye-okna/,70.0,70.4962,73.308,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://krasnodar.zavod-okna-pvh.ru/,75.7,72.8189,76.7326,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://oknasravni.ru/krasnodar,66.2,65.0033,75.3956,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://okna-193.ru/,70.2,66.4844,80.2358,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://glas-okna.ru/plastikovye-okna/,67.6,61.9359,72.1591,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Краснодар,https://krasnodar.okna-plastikovyye.ru/,70.6,61.1462,65.9944,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://oknasravni.ru/samara,70.1,78.4283,79.7756,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://oknazavr.ru/samara/plastikovye-okna/,71.7,78.4588,84.8653,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://azbukaokon63.ru/,74.8,77.9627,80.2447,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://okna-sok.ru/,80.7,80.6785,85.4632,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://samara.okna-plastikovyye.ru/,74.2,72.865,71.7398,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://smr.okna-olkon.ru/,74.1,72.6095,81.9498,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://npik.ru/,80.3,75.0854,84.3295,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://samara.delaem-okna.ru/,80.9,74.0722,86.5943,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://mirokon-samara.ru/,65.9,61.7667,78.0582,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Самара,https://www.avito.ru/samara/remont_i_stroitelstvo/plastikovye_okna_8099668986,24.3,25.0317,16.6043,32.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://www.oknakompas.ru/,72.7,77.4695,74.1366,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://окна-саксэс.рф/,77.6,79.1388,76.5117,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://nn.okna-plastikovyye.ru/,72.2,72.7771,67.9209,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://akonta.ru/,78.0,76.6414,81.2091,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://nizhniy.essokna.ru/,80.1,76.6986,84.4104,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://domokna52.ru/ceny/ceny-na-plastikovye-okna/,69.8,67.3184,75.9493,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://oknavnizhnemnovgorode.ru/,69.0,64.727,73.48,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://nizhnijnovgorod.delaem-okna.ru/,76.8,68.857,80.2737,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна цена Нижний Новгород,https://prizma-okna.ru/,64.8,58.0289,69.186,32.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://dom.mail.ru/articles/77101-kak-pravilno-vybrat-plastikovye-okna/,82.3,87.8948,92.4587,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://news.ru/society/kak-vybrat-plastikovye-okna-polnyj-gajd-po-materialam-vidam-i-furniture,72.7,78.0485,77.9969,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://okonti.ru/articles/kak-vybrat-plastikovye-okna-v-kvartiru/,87.2,86.8401,88.1742,85.0,high,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://www.metronews.ru/partners/novosti-partnerov-255/reviews/kak-vybrat-plastikovye-okna-polnoe-rukovodstvo-dlya-pokupatelya-2187979/,81.1,81.1894,87.2157,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://mossetka.ru/Articles/Post/kak-vybrat-plastikovye-okna-pravilno,81.8,79.7201,86.0274,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://www.kp.ru/expert/stroitelstvo/luchshie-plastikovye-okna/,72.4,70.996,78.2203,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://geometrium-school.ru/blog/kak-vybrat-plastikovye-okna/,86.0,79.1535,87.8899,55.0,high,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://okna-kpi.ru/vse-ob-oknakh/kak-vybrat-standartnye-razmery-i-vidy-plastikovyh-okon/,70.1,65.7371,75.6672,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://www.ivd.ru/stroitelstvo-i-remont/okna/kak-vybrat-plastikovye-okna-4-vazhnyh-momenta-kotorye-nuzhno-uchest-44801,74.4,68.329,86.6733,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
как выбрать пластиковые окна,https://www.veka.ru/spravochnik/articles/windows/kakie-plastikovye-okna-luchshe,74.4,66.4092,85.3747,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://otzovikon.com/subject/188/plastikovye-okna,76.9,83.7059,86.8528,100.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://vyboroved.ru/reyting/luchshie-plastikovye-okna,63.3,69.694,61.1534,92.5,low,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
пластиковые окна отзывы,https://www.kp.ru/expert/stroitelstvo/luchshie-plastikovye-okna/,72.5,75.8332,75.5547,85.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
