query,url,expert_target_score,label_source,labeler,notes
входные двери Екатеринбург,https://ekaterinburg.mall-of-doors.ru/,88.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=6; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
натяжные потолки цена Новосибирск,https://averno.ru/,69.6,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=7; strengths=deep_content|commercial_trust_signals|technical_seo_ok; risks=none
натяжные потолки цена Самара,https://самара.натяжные-потолки24.рф/,86.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
натяжные потолки цена Самара,https://potolki-sam.ru/ceny.html,61.5,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=content; rank=10; strengths=semantic_match|query_terms_covered|technical_seo_ok; risks=none
натяжные потолки цена Санкт-Петербург,https://tuspb.ru/,83.1,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=7; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
натяжные потолки цена Санкт-Петербург,https://potolki-sankt-peterburg.ru/,65.3,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=8; strengths=deep_content|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Екатеринбург,https://plastikovye-okna-ekb.ru/,85.2,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=9; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Екатеринбург,https://ekb.okna-olkon.ru/,81.1,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Казань,https://kazan-ihlas.ru/,91.7,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=homepage; rank=4; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Казань,https://kazanskiye-okna.ru/,60.9,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=10; strengths=technical_seo_ok; risks=none
пластиковые окна Краснодар,https://krasnodar.delaem-okna.ru/,87.7,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=6; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Краснодар,https://markakachestva.ru/amenities/6129-luchshie-firmy-plastikovyh-okon-krasnodara-rejting.html,74.7,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=2; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Москва,https://www.okno-moskva.ru/,92.0,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=homepage; rank=3; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Москва,https://oknober.ru/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=homepage; rank=6; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
пластиковые окна Нижний Новгород,https://akonta.ru/,87.4,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Нижний Новгород,https://profinn52.ru/,66.7,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=6; strengths=semantic_match|query_terms_covered; risks=none
пластиковые окна Новосибирск,https://novosibirsk.fabrikauyuta.ru/,87.3,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Новосибирск,https://orgzz.ru/novosibirsk/plastikovye_okna/district/centralnyy,65.7,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=content; rank=9; strengths=semantic_match|query_terms_covered|technical_seo_ok; risks=none
пластиковые окна Самара,https://samara.delaem-okna.ru/,90.6,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=homepage; rank=6; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Самара,https://www.avito.ru/samara/remont_i_stroitelstvo/plastikovye_okna_8099668986,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=9; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
пластиковые окна Санкт-Петербург,https://okna-centre.ru/,88.8,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна Санкт-Петербург,https://spb.oknafactoria.ru/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=homepage; rank=7; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
пластиковые окна отзывы,https://otzovikon.com/subject/188/plastikovye-okna,88.7,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна отзывы,https://kupiokno.ru/otziv,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=4; strengths=technical_seo_ok; risks=thin_content|low_keyword_coverage|weak_commercial_trust
пластиковые окна цена Екатеринбург,https://oknazavr.ru/ekaterinburg/plastikovye-okna/,80.7,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=1; strengths=deep_content|semantic_match|query_terms_covered|technical_seo_ok; risks=none
пластиковые окна цена Екатеринбург,https://svoiokna96.ru/,68.5,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=6; strengths=commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Казань,https://plastikovye-okna-kazan.ru/,89.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Казань,https://vottakieokna.ru/,60.4,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=2; strengths=commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Краснодар,https://krasnodar.delaem-okna.ru/,88.4,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=3; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Краснодар,https://glas-okna.ru/plastikovye-okna/,69.5,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=content; rank=9; strengths=deep_content|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Москва,https://o-kno.ru/,89.7,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=4; strengths=deep_content|semantic_match|query_terms_covered|technical_seo_ok; risks=none
пластиковые окна цена Москва,https://lemanapro.ru/catalogue/plastikovye-okna/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=2; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
пластиковые окна цена Нижний Новгород,https://akonta.ru/,86.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Нижний Новгород,https://prizma-okna.ru/,73.4,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=10; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Новосибирск,https://r-okna.com/,87.1,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=4; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/plastikovye-okna/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=10; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
пластиковые окна цена Самара,https://samara.delaem-okna.ru/,90.4,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=homepage; rank=8; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Самара,https://www.avito.ru/samara/remont_i_stroitelstvo/plastikovye_okna_8099668986,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=10; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
пластиковые окна цена Санкт-Петербург,https://ostekleniespb.ru/,91.2,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=homepage; rank=10; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
пластиковые окна цена Санкт-Петербург,https://spb.oknafactoria.ru/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=homepage; rank=2; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
ремонт квартир Екатеринбург,https://ekaterinburg.proff-remont.ru/,88.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=8; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Екатеринбург,https://www.avito.ru/ekaterinburg/predlozheniya_uslug/remont_i_otdelka/remont_kvartir_i_domov_pod_klyuch-ASgBAgICAkSYC8CfAcQVwPUB,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=2; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
ремонт квартир Казань,https://kazan.proff-remont.ru/,86.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=3; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Казань,https://www.avito.ru/kazan/predlozheniya_uslug/remont_i_otdelka/remont_kvartir_i_domov_pod_klyuch-ASgBAgICAkSYC8CfAcQVwPUB,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=5; strengths=none; risks=thin_content|low_keyword_coverage|weak_commercial_trust
ремонт квартир Краснодар,https://uslugi.yandex.ru/35-krasnodar/category?text=ремонт+квартир,86.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=category; rank=2; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Краснодар,https://vc.ru/life/2874800-kompanii-po-remontu-kvartir-v-krasnodare,74.1,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=4; strengths=deep_content|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Нижний Новгород,https://nizhniy-novgorod.proff-remont.ru/,84.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Нижний Новгород,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=5; strengths=none; risks=thin_content|low_keyword_coverage|weak_commercial_trust
ремонт квартир Новосибирск,https://nsk.proff-remont.ru/,88.6,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Новосибирск,https://stroikaveka54.ru/,87.3,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Самара,https://samara.proff-remont.ru/,91.1,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=homepage; rank=3; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Самара,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
ремонт квартир Санкт-Петербург,https://art-a.ru/,87.6,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=8; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир Санкт-Петербург,https://spb.remokey.ru/,72.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=10; strengths=semantic_match|query_terms_covered|technical_seo_ok; risks=none
ремонт квартир цена Москва,https://titanremont.ru/price,85.6,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир цена Москва,https://studia-remontov.ru/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=homepage; rank=10; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
ремонт квартир цена Санкт-Петербург,https://www.prorabneva.ru/price,84.9,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
ремонт квартир цена Санкт-Петербург,https://remont.spb.ru/,78.8,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Екатеринбург,https://kupeural.ru/,85.3,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=2; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Екатеринбург,https://ekaterinburg.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе Казань,https://kazan.shkafy-moskva.ru/,83.6,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=4; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Казань,https://kazan.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе Краснодар,https://mebelpik.ru/shop/shkafy-kupe/,80.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=product; rank=7; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Краснодар,https://krasnodar.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе Москва,https://good-mebel.com/category/shkafy-kupe/,88.8,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=category; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Москва,https://lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=4; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе Нижний Новгород,https://nizhnovgorod.aristo.ru/,81.2,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=9; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Нижний Новгород,https://sandi-nn.ru/,56.4,expert_rubric_v1,builder_d32_rubric_v1,band=50-69 partial; page_type=homepage; rank=4; strengths=query_terms_covered|technical_seo_ok; risks=none
шкафы-купе Новосибирск,https://mebelti.com/catalog/shkafy-kupe/,88.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=product; rank=5; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе Самара,https://sam-mebel.ru/,79.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=2; strengths=deep_content|query_terms_covered|technical_seo_ok; risks=none
шкафы-купе Самара,https://samara.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе Санкт-Петербург,https://kupehouse.ru/,85.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе Санкт-Петербург,https://spb.lazurit.com/catalog/668/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=6; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust|technical_seo_risk
шкафы-купе отзывы,https://otzovik.com/reviews/shkaf-kupe_centr_shkafov-kupe/,84.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=3; strengths=deep_content|semantic_match|query_terms_covered|technical_seo_ok; risks=none
шкафы-купе отзывы,https://2gis.ru/ekaterinburg/firm/70000001088861605/tab/reviews,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=6; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust|technical_seo_risk
шкафы-купе цена Екатеринбург,https://kupi-kupe.ru/,82.8,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=2; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Екатеринбург,https://ekaterinburg.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе цена Казань,https://kazan.good-mebel.com/category/shkafy-kupe/,84.1,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=category; rank=8; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Казань,https://kazan.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе цена Краснодар,https://mebelpik.ru/shop/shkafy-kupe/,79.4,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=product; rank=7; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Краснодар,https://krasnodar.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе цена Москва,https://good-mebel.com/category/shkafy-kupe/,91.8,expert_rubric_v1,builder_d32_rubric_v1,band=90-100 strong; page_type=category; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Москва,https://kupehouse.ru/moskva/,72.5,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=content; rank=6; strengths=deep_content|semantic_match|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Нижний Новгород,https://nizhnij-novgorod.good-mebel.com/category/shkafy-kupe/,82.0,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=category; rank=6; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Нижний Новгород,https://www.avito.ru/nizhniy_novgorod?q=шкафы+купе,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=content; rank=2; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе цена Новосибирск,https://mebelti.com/catalog/shkafy-kupe/,85.3,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=product; rank=5; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе цена Самара,https://samara.bestmebelshop.ru/catalog/shkafy-kupe/,83.1,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=product; rank=7; strengths=deep_content|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Самара,https://samara.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=1; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
шкафы-купе цена Санкт-Петербург,https://kupehouse.ru/,85.7,expert_rubric_v1,builder_d32_rubric_v1,band=70-89 usable; page_type=homepage; rank=1; strengths=deep_content|semantic_match|query_terms_covered|commercial_trust_signals|technical_seo_ok; risks=none
шкафы-купе цена Санкт-Петербург,https://spb.lemanapro.ru/catalogue/shkafy-kupe/,0.0,expert_rubric_v1,builder_d32_rubric_v1,band=0-19 irrelevant_or_broken; page_type=product; rank=7; strengths=none; risks=thin_content|weak_semantic_match|low_keyword_coverage|weak_commercial_trust
